,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
531,Fukoku,3.8,128,514,8,--,18
532,Holy Family Hospital,4.0,127,542,3,22,9
533,Asianet Satellite Communications,3.8,126,500,3,1,9
534,Reliance Corporate IT Park,3.9,122,687,3,--,20
535,Ray Engineering,4.0,121,567,2,--,12
536,DAEWOO E&C,4.4,118,171,5,--,16
537,Group Bayport,4.4,172,709,14,1,22
538,Aaj Enterprises,4.0,171,633,12,2,27
539,KreditBee,3.7,162,1.2k,22,6,10
540,RNFI Services,3.8,152,748,10,26,8
541,SUGAR Cosmetics,3.8,148,773,12,4,10
542,UNext,3.0,147,990,19,16,6
543,Fleetx.io,3.7,145,930,17,16,17
544,GENWORKS Health,3.0,145,660,8,3,21
545,TLC DigiTech Private Limited,3.0,143,764,7,25,19
546,Txd (india) Technology,4.2,143,698,13,--,16
547,Mehin,3.9,143,509,5,--,12
548,Nyx-medical Solutions,4.0,142,444,6,3,5
549,Vserv Infosystems,3.5,142,820,9,1,6
550,InfoVision Labs,3.8,142,2.4k,3,3,10
551,Apollo Pipes,3.9,140,747,11,1,6
552,Government of Bihar,3.9,139,481,2,--,12
553,Repro India,3.7,139,742,9,--,14
554,WPIL,3.7,138,714,11,--,12
555,Kama Ayurveda,4.0,138,673,15,8,15
556,75way Technologies,4.7,137,87,2,17,124
557,TC Global,3.8,137,508,7,8,28
558,BEO Software,4.2,137,390,--,18,91
559,Kopran,3.5,137,952,5,--,15
560,Hitachi Automotive Systems,4.0,134,781,3,--,19
561,Amphenol Fci,3.8,134,798,10,3,19
562,Bharat Benz,4.1,132,525,7,--,24
563,Autoline Industries,3.9,132,801,7,--,13
564,Zodiac Clothing Company,3.5,132,495,5,4,13
565,Eros Group,4.0,132,740,12,9,19
566,ILS Hospitals,3.9,132,542,5,--,13
567,Sharp Business Systems India,3.4,131,529,5,--,14
568,TIL,3.4,130,813,7,4,17
569,Maharishi Markandeshwar University,3.9,128,494,8,--,10
570,Da Milano Leathers,3.1,127,590,12,--,14
571,RattanIndia Power,3.5,127,737,3,4,17
572,World Health Organization,4.2,127,336,12,--,14
573,Oswal Castings,3.9,126,653,5,--,15
574,Pratibha Syntex,4.2,125,561,1,--,20
575,Glocal Healthcare Systems,3.3,124,436,3,3,15
576,SEForge,3.6,124,869,4,--,14
577,KLT Automotive & Tubular Products,3.9,123,590,--,--,12
578,Gojavas,4.5,122,150,--,--,22
579,Lloyd Electric & Engineering,4.3,122,523,1,--,14
580,Sigachi Industries,3.9,144,854,10,--,17
581,The Hindu Group,4.0,144,932,10,3,16
582,Goldmedal Electricals,3.9,143,881,7,7,8
583,Ruloans,3.6,143,858,9,--,9
584,Alp Consulting,3.3,142,1.1k,6,17,20
585,Ester Industries,4.2,142,687,6,3,22
586,Tech2Globe,4.3,142,248,12,7,18
587,Brij Gopal Construction Company,3.9,141,686,13,--,10
588,Burman Hospitality,4.0,141,652,6,1,15
589,China State Construction Engineering Corporation,4.1,139,521,12,--,18
590,UL Solutions,4.1,139,583,7,42,2
591,Kumar Organic Products,3.7,138,777,9,11,13
592,ExcelSoft Technologies,3.7,138,1.4k,16,4,10
593,Manikaran Power,2.4,138,620,14,--,13
594,Ujala Cygnus,4.1,137,431,5,--,8
595,Federal Mogul Powertrain,3.8,136,631,6,--,21
596,Irclass Systems And Solutions,3.8,136,727,13,15,17
597,EVIO,4.1,136,641,5,7,14
598,Arvind Techno Engineers,3.9,135,589,6,--,8
599,Sulphur Mills,4.0,135,820,8,7,23
600,Gulbrandsen,4.2,134,949,4,1,32
601,Givaudan,4.2,134,870,3,9,33
602,Relyon Softech,4.0,134,915,9,13,21
603,Virtuoso,3.9,133,704,14,3,3
604,Tata Memorial Hospital,4.4,133,578,7,--,18
605,American Oncology Institute,4.1,132,622,7,--,13
606,Ginger Hotels,4.3,132,558,4,11,20
607,Shirdi Sai Electricals,4.1,132,566,7,--,20
608,VISION,4.0,130,742,5,1,16
609,CNS Comnet,3.9,130,426,--,--,17
610,Capricorn Logistics,3.9,129,631,3,18,10
611,B.L Agro Oils,3.8,128,484,12,--,30
612,Galore Networks,2.5,126,331,2,--,14
613,BMA Wealth Creators,3.8,125,480,--,--,10
614,VISTRA INTERNATIONAL EXPANSION,3.7,151,844,13,11,22
615,Choice Consultancy Services,4.4,151,613,8,--,5
616,Propel Industries,3.9,149,1.3k,23,22,21
617,Teamlease Digital,3.6,148,1.5k,14,2,5
618,Texas Instruments,4.1,146,1.8k,88,--,13
619,Atidiv,3.0,144,1k,14,3,20
620,Hindustan Media Ventures,4.0,143,589,5,--,11
621,Goodluck,3.9,142,730,9,--,14
622,MTAR Technologies,4.2,141,861,13,6,7
623,Fragomen Immigration Services,4.1,141,873,13,1,18
624,Axalta Coating Systems,4.2,141,753,9,31,29
625,Diksha Technologies,3.4,140,918,2,--,39
626,Capital Finserve,4.6,139,52,7,9,57
627,Selectsys,3.7,139,893,11,30,11
628,United Nations Development Programme,4.4,139,493,13,--,17
629,Apex Hospital,3.8,139,774,10,8,16
630,Sika,3.9,138,711,14,46,18
631,Hindustan PowerProjects,3.8,138,820,6,--,11
632,Indian Terrain Fashions,4.1,138,555,4,--,15
633,UDS,3.7,137,585,5,--,21
634,Linc,3.8,137,727,11,1,9
635,NIELIT,3.8,136,627,9,--,15
636,Acer India,4.2,136,722,5,--,18
637,Brandix India Apparel City,3.9,136,591,4,2,23
638,University of Delhi,4.0,135,910,9,--,14
639,Chemie Tech,3.3,134,674,4,--,20
640,U.S. Polo Assn,4.5,138,354,3,--,16
641,Sneha Farms,4.1,138,701,7,1,10
642,CDM Smith,3.9,137,635,8,1,14
643,Ganges Internationale,3.1,135,894,8,6,20
644,Hiranandani group,4.3,133,798,7,--,25
645,Neosym Industry,3.7,132,697,9,--,21
646,Fortune Integrated Assets Finance,4.0,132,465,7,14,6
647,MSL Driveline Systems,4.3,131,567,3,--,16
648,ITC Group,4.0,131,1.1k,2,--,15
649,Nesma Trading,4.3,130,235,11,--,28
650,Safeducate,4.0,129,492,5,--,14
651,A2z Infra Engineering,3.8,120,56,1,--,--
652,Paladion Networks,4.0,117,972,6,--,16
653,Synergy Maritime,3.9,153,880,14,3,11
654,Tata Tele Business Services,3.7,151,969,10,52,16
655,Healthium Medtech,3.6,151,1k,9,2,16
656,Modicare,4.3,150,719,17,1,18
657,Wibmo,3.1,146,1.3k,7,--,9
658,Virohan,4.0,146,436,15,6,5
659,Q Way Technologies,3.4,145,811,8,30,17
660,Solaris Chemtech,4.5,129,566,7,3,28
661,Advaith Motors,4.1,127,528,4,5,17
662,Affiliated Computer Services,3.6,124,547,1,--,14
663,Al Hassan Engineering Company SAOG,4.2,123,243,4,--,21
664,Petron Engineering Construction,4.3,119,439,2,--,14
665,BT Global Services,4.1,233,8.5k,66,1,263
666,Verifone,3.4,161,1.7k,21,--,20
667,Tatvasoft,3.9,149,1.2k,34,2,17
668,HyFun Foods,4.3,148,808,10,7,13
669,Net Access India,4.0,146,1.1k,13,17,20
670,RACL Geartech,4.0,145,577,11,--,8
671,Beumer Group,4.1,144,803,12,6,14
672,Matrix ComSec,3.7,144,1.2k,14,2,26
673,IG Petrochemicals,3.5,144,928,9,2,17
674,Horiba India,3.5,144,948,7,1,20
675,Sahajanand Medical Technologies,3.8,144,883,7,21,23
676,RateGain,4.0,143,1.3k,14,9,18
677,Partha Dental,3.9,142,341,10,1,22
678,Government Medical College,4.2,141,792,6,--,13
679,Conceptia Software Technologies,4.7,140,506,6,--,7
680,Manipal Business Solutions,3.7,142,676,6,--,--
681,Shyplite,4.0,141,309,7,--,107
682,Radhakrishna Foodland,4.1,140,633,6,--,15
683,NaviSite,3.7,139,1.4k,16,16,12
684,Rossell Techsys,4.3,139,1.1k,3,--,18
685,Cheema Boilers,4.2,138,711,6,--,14
686,StoreKing,3.5,138,826,7,21,20
687,Vitromed Healthcare,3.8,136,574,7,7,10
688,Nehru Yuva Kendra Sangathan,4.6,136,195,8,--,18
689,Podar Jumbo Kids,4.0,135,472,4,--,16
690,Sheth Creators,3.3,135,778,5,3,17
691,Vamani Overseas,3.5,135,1.1k,7,41,14
692,Coverfox,3.7,134,860,3,--,16
693,Population Services International (PSI),4.5,134,439,3,--,25
694,DCW,4.0,134,646,6,2,20
695,Teletext Holidays,3.9,133,1.1k,6,4,28
696,Fortune Marketing,3.9,133,806,10,--,8
697,Semac Consultants,4.0,131,618,15,--,19
698,Eptisa,3.5,131,529,6,--,22
699,Doordarshan,4.4,130,730,5,--,18
700,Hy Gro Chemicals Pharmtek,3.9,136,683,6,2,21
701,Ramky Group,4.3,133,625,7,--,13
702,Target Engineering Construction Company,4.0,132,453,8,--,15
703,Gates,3.9,131,854,7,--,22
704,SAI Consulting Engineers,4.3,126,522,7,--,16
705,DRA Homes,4.6,168,203,11,--,9
706,Anthology,3.6,154,1.4k,17,14,14
707,"Sanjay Ghodawat International School, Kolhapur",2.4,152,351,10,--,41
708,MASAI School,4.0,147,537,13,--,6
709,Edunext Technologies,4.4,146,486,8,5,13
710,Virinchi Technologies,3.8,146,1.1k,8,7,8
711,Kazo Fashion,3.4,146,512,8,4,12
712,Decimal Technologies,3.2,145,1.4k,20,11,16
713,Thirdware Solutions,4.2,143,1.2k,2,11,23
714,Swastik Infralogics Private Limited,4.3,142,534,5,--,15
715,Sakura Autoparts,3.8,142,812,6,--,14
716,CriticaLog India Private Limited,4.5,142,451,7,--,8
717,JWIL,4.4,142,725,5,--,18
718,Carwale,3.6,142,999,33,11,24
719,Safran Engineering Services India,3.4,142,1.2k,19,19,19
720,Setindiabiz Private Limited,4.4,146,144,2,6,4
721,Indutch Composites Technology,3.7,146,981,5,--,18
722,Eclat Health Solutions,4.3,146,642,15,4,7
723,Jaipur National University,2.9,145,507,3,--,9
724,Interface Microsystems,3.9,145,913,15,1,18
725,Kifs Housing Finance,4.3,145,421,6,--,7
726,Utthunga Technologies,3.5,144,1.6k,22,10,17
727,Embio Limited mahad Raigad,3.7,144,849,2,5,14
728,Renata Precision Components,3.9,144,929,9,12,15
729,Spectrum Consultants,3.3,143,918,19,43,13
730,NGK Spark Plugs,4.2,142,749,22,--,38
731,Geno Pharmaceuticals,3.0,142,440,9,--,13
732,Toyo INK,4.0,142,826,7,1,20
733,Phenix Construction Technologies,4.1,141,769,15,--,32
734,Kayjay Forging,3.9,140,649,5,10,19
735,Japfa Comfeed,4.2,139,696,12,--,19
736,Apache Footwear,4.1,138,604,12,--,20
737,RSH Global,4.3,138,616,5,--,18
738,UAE Exchange,4.1,137,531,5,--,15
739,Karam Industries,4.2,136,684,5,--,24
740,Pramati Technologies,4.3,137,1.9k,8,--,23
741,Bambino Agro Industries,4.1,137,748,4,1,17
742,ARSS Infrastructure Projects,3.8,135,497,13,--,15
743,Global Consumer Products,4.1,134,516,4,--,18
744,Continental Hospitals,4.0,134,718,6,7,13
745,Nippon Konpo,4.0,130,518,5,2,12
746,Karuna Management Services,4.6,235,410,8,9,19
747,HM Group,4.6,186,335,5,--,13
748,Pie Infocomm,4.2,157,172,28,--,56
749,Magic EdTech,3.0,156,1.1k,18,--,11
750,Crimson Interactive,3.0,152,1k,13,15,29
751,Adfactors PR,3.7,152,1.4k,13,22,19
752,Zivame.com,3.8,152,963,7,2,12
753,Nerdy Turtlez,3.0,151,453,16,--,22
754,Tata Strive Skill Development Centre,3.8,151,475,17,--,27
755,British Paints,3.5,151,536,14,--,12
756,Webdew,4.5,149,175,105,--,45
757,J.M Baxi & Co,4.2,149,941,10,5,27
758,Annora Pharma,4.0,147,907,12,--,16
759,Zones Corporate Solutions,3.3,147,898,11,24,15
760,Uniqlo,3.0,157,574,13,2,22
761,Flair Writing Instruments,4.4,157,753,9,--,22
762,AARGEE STAFFING SERVICES,3.9,156,590,5,--,6
763,Mahindra Teqo,4.1,155,763,15,2,19
764,MedTourEasy,4.8,153,142,5,--,7
765,PaywithRING,4.5,153,176,2,--,5
766,Droom,3.5,153,1.2k,16,47,35
767,Siemens PLM Software,4.2,151,1.6k,10,--,33
768,Learning Links Foundation,4.0,151,695,10,7,20
769,STMicroelectronics,4.3,149,1.1k,12,--,29
770,Incrementors Web Solutions,4.2,148,174,20,--,49
771,Anion Healthcare Services,4.1,147,522,10,37,65
772,Keolis Hyderabad Metro,4.0,147,817,9,--,19
773,La Renon Healthcare,4.2,145,559,7,1,18
774,Sigma Freudenberg NOK,4.0,144,860,4,--,23
775,Flatworld Mortgage Processing,3.4,142,531,4,--,15
776,NATIONAL SKILL DEVELOPMENT CORPORATION,3.6,142,764,11,3,15
777,Stumpp Schuele & Somappa Springs,3.8,142,722,7,--,18
778,DESIGNCO,3.9,141,729,9,17,14
779,Wika Instruments India,4.1,141,957,12,--,16
780,Walter Bushnell,3.4,142,403,14,--,7
781,SAVA Healthcare,4.1,142,667,12,14,20
782,Lawrence & Mayo,3.9,141,516,11,--,22
783,Biesse Manufacturing,4.1,141,894,14,6,18
784,Tricon Infra Buildtech pvt.Ltd,3.1,140,717,10,17,10
785,Tata Sikorsky Aerospace,3.9,139,938,7,--,26
786,Pinnacle Industries,4.0,139,922,4,--,12
787,BMW Industries,3.7,138,629,5,--,28
788,Jindal India Thermal Power,3.8,137,843,17,--,18
789,CPM International,4.1,136,361,14,--,19
790,Root Industries,4.1,135,1k,4,--,19
791,Henkel,4.2,132,708,6,--,16
792,St. Joseph's School,4.5,132,503,8,--,17
793,Sri Ramachandra University,4.3,130,592,3,52,17
794,Super Auto India,3.6,128,739,5,--,13
795,Aster MIMS,4.2,125,631,3,--,14
796,Weizmann Forex,3.7,120,505,--,--,10
797,Krishna Group,4.1,166,887,12,--,4
798,Stellar Information Technology,3.8,162,874,11,31,22
799,Indiafilings,3.0,160,824,15,--,7
800,Nahar Industrial Enterprises,3.7,130,722,6,--,16
801,Pyro Group,3.8,127,359,1,21,12
802,Netcore Cloud Private Limited,4.2,183,1.3k,19,58,22
803,Dahua Technology India Pvt.Ltd.,3.5,160,928,13,4,9
804,InMobi,3.6,160,1.7k,28,32,25
805,Tangoe,4.0,159,1.3k,6,--,26
806,Protean eGov Technologies,3.6,159,1.2k,10,4,3
807,SpanIdea,3.3,155,1.3k,21,29,19
808,Tamilnad Mercantile Bank,3.1,155,576,9,6,13
809,Successive Technologies,3.8,155,1.6k,22,12,15
810,Senvion,4.2,154,1.1k,13,15,13
811,DB Power Limited,4.6,154,652,5,6,25
812,OM Careers,2.7,151,400,12,--,22
813,Kriti Industries,3.9,149,623,9,--,20
814,Viacom18 Media,3.5,148,1.4k,14,--,22
815,Coastal Marine Construction & Engineering,4.2,148,700,11,--,15
816,Rama University,3.3,147,549,9,161,30
817,Sami-Sabinsa Group,3.1,146,989,11,8,20
818,Vanesa Care,4.1,145,591,6,--,10
819,Laminaar Aviation Infotech,2.7,143,1.3k,14,27,14
820,Invenio Business Solutions,3.2,150,1.5k,9,6,18
821,Network Techlab,4.1,148,832,7,17,8
822,Mold-Tek Technologies,3.6,148,916,9,13,17
823,Bilt Graphic Paper Products,3.9,148,716,10,--,15
824,Izmo,3.8,147,747,8,13,17
825,Taikisha Engineering India,4.0,147,996,14,--,20
826,MKCL,4.2,146,1k,13,--,21
827,Vinculum Solutions,3.1,146,1.5k,11,10,24
828,Marquardt,4.0,146,1.1k,11,15,25
829,GAIN Credit,4.4,144,769,13,1,73
830,Safdarjung Hospital,4.6,144,681,6,--,16
831,Tokai Imperial Rubber India,4.1,144,779,11,--,17
832,Be Well Hospitals,4.3,143,340,4,--,17
833,Xpo Logistics,3.8,143,1.2k,8,--,27
834,Eagle Infra,4.4,137,815,7,6,20
835,NHPC,4.3,136,487,8,--,27
836,UFO Moviez,3.7,135,776,7,10,17
837,Daelim Industrial Co.,4.6,135,116,3,--,28
838,Macmillan Publishers,4.0,134,538,4,--,24
839,SEDER GROUP,4.2,131,302,4,--,20
840,Miraj Group,3.9,142,776,6,3,15
841,Bhadra International,3.5,139,430,2,--,17
842,Harvest Gold Industries,3.9,139,599,12,--,10
843,Privi Organics,3.9,138,773,12,--,16
844,Ammann Apollo,4.2,137,840,7,--,14
845,Virbac Animal Health,3.6,136,371,5,--,19
846,Jaslok Hospital and Research Centre,4.3,135,703,8,15,18
847,Acute Informatics,3.4,133,671,4,16,10
848,KEM Hospital,4.2,126,580,4,22,13
849,Pharmed,4.2,113,44,4,--,19
850,Sony India Software Center,4.0,161,1.8k,28,--,26
851,Marolix Technology Solutions,3.4,161,1k,14,--,8
852,Mouser Electronics,4.1,160,1.3k,15,28,29
853,Telstra,4.3,158,1.8k,32,10,25
854,iNeuron.ai,4.1,157,707,12,--,28
855,Birla Open Minds Education Private Limited,3.8,156,574,10,2,15
856,Frugal Testing,4.8,154,85,7,4,2
857,Stratosphere IT Services,3.5,154,1.2k,6,12,16
858,Patra India,3.7,151,670,11,--,1
859,ANI INTEGRATED SERVICES,3.8,151,906,9,--,10
860,Brick&Bolt,3.9,170,667,16,20,4
861,Hero Vired,4.1,164,352,6,1,6
862,Intelizign Lifecycle Services,3.8,163,1.6k,26,14,--
863,L&T Buildings & Factories,4.3,161,121,3,--,101
864,Crest Data Systems,3.5,160,1.3k,20,1,10
865,Algoworks Technologies,4.0,151,1.5k,21,13,21
866,Renewsys India,4.1,151,1.1k,8,3,21
867,Health Insurance TPA of India,4.0,151,784,13,--,15
868,Greytip Software,3.6,151,938,16,73,17
869,MoreTasks,3.9,150,211,18,--,29
870,Asiana Times,4.4,149,25,11,--,2
871,CLR Facility Services,4.1,149,685,6,1,6
872,Siddha Group,3.8,149,864,4,--,13
873,CFlo,4.5,148,397,7,--,18
874,Gallantt Ispat,4.1,147,560,10,--,6
875,Mayfair Hotels & Resorts,4.2,146,679,9,--,30
876,Sutlej Textiles and Industries,3.9,146,831,4,2,14
877,ASK-EHS Engineering & Consultants,3.2,145,593,7,30,14
878,Ramoji Film City,4.0,144,612,6,--,26
879,NMIMS,3.9,143,1k,15,--,13
880,Masu Brakes,3.6,143,743,7,1,32
881,Radiant Polymers,4.5,143,584,6,1,13
882,Wingreens Farms,3.9,143,742,5,--,17
883,Hyderabad Industries,4.1,142,544,10,--,28
884,Dr Oetker,4.1,142,719,7,--,15
885,Aditya Birla Money,3.8,141,743,12,--,14
886,NSL Textiles,4.3,141,583,8,--,19
887,Olive Bar & Kitchen,4.5,140,509,4,--,19
888,Bhansali Engineering Polymers,3.3,138,710,9,--,11
889,Sims Hospital,4.0,137,837,10,--,12
890,ETV Network,3.5,136,551,5,--,26
891,SAP-Concur,3.8,135,912,2,--,21
892,Nova IVI Fertility,4.0,135,540,10,--,15
893,COMSTAR AUTOMOTIVE TECHNOLOGIES,3.6,135,1k,6,--,32
894,Lalitpur Power Generation,4.3,134,666,5,--,16
895,Advantage One Tax Consulting,4.2,133,521,3,--,17
896,Mytrah Energy,3.6,132,552,1,--,19
897,Hipad Technology India,4.0,122,501,3,--,21
898,Mit World Peace University,4.1,187,800,7,18,19
899,Carelan,3.9,180,1.9k,9,5,3
900,Nayati Hospital,3.2,137,666,--,--,21
901,Daebu Automotive Seat,3.8,134,687,6,--,23
902,Unique Engineers,3.6,134,762,5,--,16
903,Afflatus Gravures,3.8,130,736,14,--,14
904,Al Fara'a Group,3.2,129,435,--,--,21
905,Intelligent Image Management Inc,3.9,157,443,14,1,8
906,LOTS Wholesale Solutions,3.7,155,830,10,2,10
907,Merino Laminates,4.0,153,699,8,3,18
908,Code Brew Labs,3.9,152,614,10,--,31
909,MUFG Bank,3.6,152,1.4k,8,10,9
910,Myk Schomburg,4.3,150,640,9,--,21
911,Royal Bank of Scotland International,4.1,150,1.9k,14,--,28
912,IIT Delhi,4.3,149,953,13,--,17
913,Poonawalla Finance,3.7,149,994,6,4,11
914,Career Launcher,3.5,148,1k,4,18,17
915,KrishTeck Technologies,4.8,147,17,7,--,1
916,JMR Infotech,3.9,147,1k,13,--,33
917,Kanakadurga Finance,4.2,147,473,2,--,7
918,Hartek Group,3.9,146,492,8,2,38
919,Sugam Parivahan,3.8,145,614,13,6,13
920,Dynamatic Technologies,3.8,150,1.2k,11,--,22
921,Essel Mining & Industries,4.4,150,668,4,--,14
922,Girnar Care,3.4,150,611,10,--,16
923,Heavy Engineering Corporation,3.6,149,721,10,--,22
924,Bull Machines,3.7,149,819,10,1,16
925,Expertise Contracting Company,3.6,148,676,17,--,15
926,Red FM 93.5,4.1,147,708,5,--,17
927,Green Gene Enviro Protection And Infrastructure,3.6,146,491,7,--,1
928,Tata Institute of Social Sciences,4.3,145,747,4,--,17
929,JAY JAY MILLS,4.3,145,700,9,--,20
930,Himalaya Opticals,4.0,145,480,13,--,18
931,Adcock Ingram,3.9,144,771,8,1,15
932,Vijay Tanks & Vessels,4.1,144,658,7,1,19
933,Aia Engineering,4.2,142,894,9,--,23
934,Janatics India,4.1,142,1.1k,9,1,18
935,C.G. Marketing,3.9,141,453,2,--,22
936,SMS Pharmaceuticals,3.7,141,758,10,--,12
937,Wellspring Healthcare,3.3,140,496,6,3,21
938,RT Network Solutions,3.7,140,587,8,1,12
939,Indian School Finance Company,4.6,138,643,1,--,21
940,Torque Pharmaceuticals,3.9,145,622,8,4,10
941,The Mission Hospital,4.4,145,675,2,6,14
942,Aneja Associates,3.1,144,827,10,6,8
943,Matix Fertilisers & Chemicals,3.9,144,818,19,4,15
944,Aspire Home Finance,4.1,142,327,3,--,10
945,St. Mary's School,4.0,141,539,3,--,17
946,Maharaja Agrasen Hospital,3.9,135,679,7,10,11
947,Maxinfra,4.2,135,638,10,--,14
948,Technofab Engineering,3.9,131,569,2,--,22
949,IndiaCan,4.6,130,183,3,--,22
950,Garuda Aerospace,4.3,173,205,12,--,16
951,Regalo Kitchens,4.1,165,371,19,8,27
952,Adani Electricity,3.8,159,1.1k,11,--,16
953,ILJIN ELECTRONICS,3.8,157,664,16,--,13
954,Brainware University,3.7,156,399,20,25,4
955,Dr B Lal Clinical Laboratory,4.6,156,353,3,6,23
956,Praxis home Retail,4.0,154,817,4,--,22
957,CohnReznick,3.5,153,1.1k,22,3,13
958,Cerium Systems,3.1,153,1.3k,28,--,13
959,Pharmaceutical job,4.0,151,1.7k,19,--,14
960,Adhunik Metaliks,3.4,133,515,3,--,13
961,Uni Cards,4.3,199,493,13,7,8
962,Xpheno,3.6,167,994,16,20,8
963,Harita Techserv,3.4,161,1k,16,--,20
964,O P Jindal Global University,4.0,157,709,14,9,26
965,Turner Construction,4.2,153,750,8,9,30
966,Cleartrip,3.7,153,1.3k,9,14,19
967,Little Millennium,3.9,153,589,8,1,21
968,Tonglit Autogistic,3.7,153,779,14,3,15
969,Sanmar Group,3.8,151,787,21,--,14
970,Object Technology Solutions,3.9,151,1.2k,3,6,8
971,SunMax Auto Engineering,2.4,150,686,6,--,23
972,Vivimed Labs,3.5,149,866,6,4,15
973,Altum Credo Home Finance,3.8,149,573,5,1,47
974,Khanna Paper Mills,4.3,148,765,6,--,16
975,Ivy Mobility Solutions,3.7,148,1.6k,14,--,22
976,Skandhanshi Infra Projects,4.2,148,813,8,10,19
977,Creamy foods,3.8,148,674,15,15,13
978,Anand CY Myutec Automotive,4.0,147,649,4,--,30
979,Linfox Logistics,4.2,147,544,3,8,20
980,Vnr Seeds,3.8,149,591,11,26,13
981,Supreme Treon,4.1,149,857,10,--,20
982,Umedica Laboratories,3.4,148,1k,7,6,12
983,STT Global Data Centres India,4.3,147,925,10,--,17
984,Parker Hannifin,4.0,146,919,6,--,16
985,Medecins Sans Frontieres,4.2,146,352,8,--,9
986,Maahi Milk Producer Company,4.4,145,489,10,1,25
987,Bioseed,4.0,145,348,7,--,17
988,Swaraj Engines,3.4,144,574,8,--,16
989,Swelect Energy Systems,4.2,144,491,11,--,6
990,Hidesign,3.2,144,922,13,14,17
991,Weikfield Foods,3.8,143,698,7,1,26
992,KK Spun Pipes,3.3,142,769,8,1,16
993,Hyundai Engineering,4.2,141,628,11,2,21
994,INFRES METHODEX,3.4,140,608,4,1,9
995,Uttam Value Steels,4.1,139,648,11,--,21
996,Sterlite Industries,4.4,139,719,5,--,23
997,Optimus Drugs,3.7,139,834,7,1,22
998,SRR Projects,3.9,138,705,6,2,18
999,S.S. Kothari Mehta & Co,3.4,137,796,6,1,11
1000,Jaypee Hotels,4.0,139,546,5,--,30
1001,GVK Group,3.9,137,756,9,--,15
1002,Jagatjit Industries,4.0,136,605,4,--,15
1003,IIFL Securities,3.7,172,1.3k,18,--,--
1004,Euler Motors,3.6,166,864,14,5,2
1005,Dataflow Group,3.0,165,849,10,8,38
1006,LinkedIn,4.4,164,1.8k,64,--,21
1007,International Flavors & Fragrances,3.8,159,1.2k,9,--,24
1008,Dosti Realty,3.9,159,851,14,--,18
1009,Kpmg Resource Centre,3.7,159,1.2k,23,--,14
1010,Quality Council of India,3.8,158,1.2k,18,--,26
1011,Mfine,3.5,155,1.2k,21,3,32
1012,Identifyplus Delivery Services,3.5,155,378,7,--,9
1013,LIXIL,4.1,154,803,7,4,17
1014,Z1 Tech,4.2,154,292,8,30,12
1015,AWC Software,3.7,153,1.4k,9,--,23
1016,Jagsonpal Pharmaceuticals,3.6,151,597,9,2,16
1017,AT&S,4.0,151,1.1k,7,22,14
1018,The Indian Express,4.0,149,1.1k,6,--,19
1019,Navitas Life Sciences,3.8,149,1.2k,11,1,16
1020,AI Variant,4.2,176,934,13,--,10
1021,Varite,3.7,162,989,13,50,19
1022,C-quel Management Services,4.4,158,197,10,1,90
1023,Ephicacy Lifescience Analytics,4.5,154,272,1,2,24
1024,Deejos Engineers & Contractors,5.0,153,33,1,7,2
1025,EFKON INDIA,4.0,153,789,9,--,15
1026,Clearpack,4.0,152,965,18,--,12
1027,Fleet Management,3.7,150,634,13,3,19
1028,Development Consultants,3.8,150,555,7,1,18
1029,Odisha Power Generation Corporation,3.9,150,691,7,--,22
1030,RAXA,4.2,149,404,3,--,25
1031,cFIRST,4.2,148,590,4,--,38
1032,Orchid Pharma,3.8,148,847,9,--,19
1033,IIMT Group of Colleges,4.1,146,531,8,--,6
1034,Axis Sales,4.2,145,624,17,--,19
1035,IDBI Capital,3.5,145,837,9,2,14
1036,Godrej Appliances,3.7,143,576,8,--,24
1037,C DOT,4.2,143,1.2k,22,1,19
1038,Laxmi-Agni Components and Forging,3.6,141,618,9,2,11
1039,Major Brands,3.8,139,616,2,--,20
1040,Karnataka Bank,3.8,155,991,33,--,14
1041,Skypro Technologies,3.5,155,684,14,--,15
1042,Suminter India Organics,3.8,153,774,13,10,16
1043,Msn Pharmachem,4.1,152,331,9,--,15
1044,Narayana Junior College,3.7,150,371,1,--,40
1045,HMSHost,3.8,149,572,8,--,21
1046,J Mitra And Co,3.7,149,479,10,10,14
1047,Synthite Industries,3.8,148,769,6,6,14
1048,Parijat Industries (India),4.1,147,633,6,5,27
1049,Abellon Clean Energy,3.8,147,930,4,3,17
1050,Source One Management Services,3.5,144,749,12,1,11
